id_activity;year;id_type_com;id_choice_meeting;titleoral_com_poster;authors;meeting_name;date;location
108;2017;1;2;Monoclonal Immunoglobulins from subsets of MGUS and Myeloma patients target infections pathogens.;Bosseboeuf A., Feron D., Harb J., Charlier C., Tallet A., Girodon F., Garderet L., Rossi C., Caillot D., Salle V., Moreau P., Weigel P., Pages J.C, Piver E., Bigot-Corbel E. and Hermouet S.;1st International Symposium on IRCI;13-15 February 2017;Lyon, France
109;2017;1;2;Investigation of sex steroids as ligands for SULT1A1, a sulfotransferase expressed in white matter astrocytes;Arnaud Nicot, Jean Harb, Céline Labbé, Mathilde Marsault, David Laplaud, Maria Miteva.;21st Annual Meeting of the LARC-Neuroscience network;October 13th, 2017;Lille, France
110;2016;2;2;Dual targeting of adaptive and innate immune checkpoints induce potent memory anti-tumor response;Gauttier V, Poirier N, Pengam S, Vanhove B, Conchon S.;24th Biennial Congress of the European Association for Cancer Research;July 2016;Manchester, UK
111;2016;1;2;Kidney allotransplantation induces the differentiation of antigen-experienced CD8 T cells with enhanced metabolic profiles.;G. Tilly, M. Yap, M. Giral, S. Brouard, C. Pecqueur and N. Degauque.;2nd IGO Meeting;April 21-22 2016;Nantes, France
112;2016;1;1;HCMV-specific HLA-E-restricted CD8 T cells: a potential risk factor for rejection in renal allograft recipients.;N. Jouand, M. Allard, J. Desfrançois-Noël, P. Guerif, M. Giral, N. Gervois and B. Charreau.;2nd IGO Meeting;April 21-22 2016;Nantes, France
113;2016;1;1;CD9+ Regulatory B lymphocytes control chronic lung inflammation by inducing effector T cell apoptosis.;C.Brosseau, M.Durand, F.Braza, E.Durand, J.Loy, P.Lacoste, P.Royer, MA.Cheminant, A.Magnan and S.Brouard.;2nd IGO Meeting;April 21-22 2016;Nantes, France
114;2016;1;1;Blood Tfh cells exhibit impaired B cell help in operationally tolerant patients.;A.Chenouard, L B Nguyen, M.Chesneau, E.Dugast, C.Paul, M.Cadoux, N.Degauque, S.Castagnet, P.Guerif, R.Danger, M.Giral and S.Brouard.;2nd IGO Meeting;April 21-22 2016;Nantes, France
115;2016;1;1;IL2 and IL-15 rescue TEMRA CD8 T cells from mitochondrial dysfunction associated senescence through a p38MAPK dependent pathway and foster their pathogenic potential.;G. Tilly, M. Yap, M. Giral, S. Brouard, C. Pecqueur and N. Degauque.;2nd IGO Meeting;April 21-22 2016;Nantes, France
116;2016;1;1;Memory regulatory T cell: a potential actor in immunological operational tolerance inkidney-transplant patients via the ATP degradation into adenosine;M.Durand, F.Braza, N.Degauque, F.Dubois, M.Chesneau, P.Guerif , M.Giraland S.Brouard.;2nd IGO Meeting;April 21-22 2016;Nantes, France
117;2015;1;2;TLDA-based mRNA profiling of laser capture microdissected spinal cord white matter astrocytes reveals high estrogen/phenol sulfotransferase expression during neuroinflammation.;Guillot F., Garcia A., Salou M., Brouard S., Laplaud D.A. and Nicot A.B.;3 rd Joint Meeting between the French (SNE) and British Neuroendocrine (BSN) Societies;Sept 23-25 2015;Lille, France
118;2016;2;2;Anti-Infectious Pathogen Specificity of Purified Monoclonal Immunoglobulins from Patients with MGUS and Multiple Myeloma.;Bosseboeuf A., Feron D., Harb J., Charlier C., Tallet A., Girodon F., Garderet L., Rossi C., Caillot D., Salle V., Moreau P., Weigel P., Pages J.C, Piver E., Bigot-Corbel E. and Hermouet S.;58th Annual ASH meeting and exposition;3-6 December 2016;San Diego, USA
119;2017;2;2;Pro-inflammatory state of MGUS and Myeloma patients presenting with a Monoclonal Immunoglobulin specific for an infectious pathogen;Adrien Bosseboeuf, Delphine Feron, Sophie Allain-Maillet, Nicolas Mennesson, Cathy Charlier, Anne Tallet, Francois Girodon, Laurent Garderet, Cedric Rossi, Denis Caillot, Philippe Moreau, Pierre Weigel, Eric Piver, Hélène Perreault0, Sophie Brouard, Edith Bigot-Corbel, Jean Harb and Sylvie Hermouet.;59th ASH Annual meeting & Exposition;9-12 December 2017;Atlanta, USA
120;2015;1;2;ELISA-based specific detection of KIR4.1 IgG autoreactivity in a subset of multiple sclerosis patients;Moreau A, Guillot F, Nicol B, Garcia A, Wiertlewski S, Brouard S, Harb J, Laplaud DA , Nicot AB.;6th Workshop CFNI, Club Français de NeuroImmunologie;Nov 6 2015;Paris, France
121;2016;1;1;High seric levels of KIR4.1-specific antibody delineate a subset of multiple sclerosis patients.;Nicot A, Harb J, Guillot A, Nicol B, Garcia A, Wiertlewski S, Brouard S, Laplaud DA.;7th Workshop CFNI, Club Français de NeuroImmunologie;Oct 28, 2016;Evry, France
122;2019;1;1;Active or Inactive Human Granzyme B? Insights through Molecular Dynamics Simulations;Tripathi, N., Danger, R., Chesneau M., Brouard, S., and Laurent, A.D.;9e journées de la Société Française de Chémoinformatique;November 21-22, 2019;Paris, France
123;2015;1;1;La détérioration de bioprothèse valvulaire : un problème majeur de santé publique largement sous-estimé par la non prise en compte de la censure par intervalle et l’évolution multi-états de la maladie;Gillaizeau F., Senage T., Le Tourneau T., Roussel J., Foucher Y.;9ème Conférence Francophone d’Epidémiologie Clinique (EPICLIN);20-22 mai, 2015;Montpellier France
124;2019;2;2;SIPRa blockade reinvigorates myeloid cells in the tumor microenvironment and reverses T-cell exclusion.;Gauttier V, Durand J, Pengam S, Biteau K, Néel M, Conchon S, Costantini D, Vanhove B, Poirier N.;American Association for Cancer Research Annual Meeting;April 2019;Atlanta, USA
125;2018;2;2;Selective SIRPa blockade potentiates dendritic cell antigen cross-presentation and triggers memory T-cell antitumor responses;Gauttier V, Pengam S, Durand J, Morello A, Conchon S, Vanhove B, Poirier N.;American Association for Cancer Research Annual Meeting 2018;;Chicago, USA
126;2017;2;2;Selective targeting of SIRP alpha induces potent memory antitumor immune responses without presenting hematological toxicity.;Gauttier V, Pengam S, Conchon S, Vanhove B, Poirier N;American Association for Cancer Research Annual Meeting,;April 2017;Washington DC, USA
127;2017;1;1;Phenotypic analysis of CD8+ T cells at a single-cell level reveals a specific clustering in patients with multiple sclerosis.;Dugast E., Vogel I., Garcia A., Nicol B., Morille J., Tarte K., Nicot A., Michel L., Laplaud D.A.;ARSEP 2017;;Paris, France
128;2017;1;1;Blood CD8+ T cells from MS patients and not from controls display a specific molecular signature of migration to the central nervous system.;Dugast E., Vogel I., Garcia A., Nicol B., Morille J., Tarte K., Nicot A., Michel L., Laplaud D.A.;ARSEP 2017;;Paris, France
129;2018;1;2;Molecular analysis of memory CD8+T cells at the single-cell level reveals a specific pattern in multiple sclerosis patients;E. Dugast, I. Vogel, A. Garcia, B. Nicol, J. Morille, M. Jacq-Foucher, N. Jousset, F. Le Frère, S. Wiertlewski, A. Nicot, L. Michel, L. Berthelot, P.-A. Gourraud, S. Nataf, K. Tarte, D.-A. Laplaud.;ARSEP 2018;June 1 2018;Paris, France
130;2019;1;2;Gut bacteria Akkermansia muciniphila induce a specific IgG response in CSF of multiple sclerosis patients;Amélie Vallino, Amélie Dos Santos, Alexandra Garcia, Jérémy Morille, Emilie Dugast, Sita Shah, Camille Mathé, Patrick Gleeson, Renato Monteiro, Jean-Paul Soulillou, Laure Michel, Sandrine Wiertlewski, Arnaud Nicot, David Laplaud, Laureline Berthelot.;ARSEP 2019;May 2019;Paris, France
131;2019;1;2;High-Dimensional Profiling of Single Memory CD8+T cells Reveals a Specific Pattern in Multiple Sclerosis Patients.;E. Dugast, I. Vogel, A. Renand, A. Garcia, B. Nicol, J. Morille, M. Jacq-Foucher, N. Jousset, F. Le Frère, S. Wiertlewski, A. Nicot, L. Michel, L. Berthelot, P.-A. Gourraud, S. Nataf, K. Tarte, D.-A. Laplaud;ARSEP 2019;May 24th 2019;Paris, France
132;2019;1;2;Exploring TFH subsets involvement in Multiple Sclerosis course;Jérémy Morille, Stéphane Rodriguez, Patricia Amé Thomas, Alexandra Garcia, Laureline Berthelot, Arnaud Nicot, Sophie Brouard, David-Axel Laplaud, Laure Michel.;ARSEP 2019;May 24th 2019;Paris, France
133;2018;1;2;B cell differentiation is defective in Multiple Sclerosis patients;Jérémy Morille, Flora Lejeune, Mélanie Chesneau, Alexandra Garcia, Laureline Berthelot, Arnaud Nicot, Sophie Brouard, David-Axel Laplaud, Laure Michel.;ARSEP 2018;June 1st 2018;Paris, France
134;2015;2;2;Characteristics of IgGs produced in Neu5Gc and ?1-3 Gal double KO pigs;Salama A., Conchon S., Perota A., Martinet B., Judor J-P., Evanno G., Le-Bas Bernardet S., Le Berre L., Hervouet J., Minault D., Concordet J-P., Dugast E., Vanhove B., Abadie J., Gaide N., Lagutina I., Duchi R., Lazzari G., Sachs D., Gauthier O., Brouard S., Cozzi E., Blancho G., Perreault H., Bach J-M, Galli C. and Soulillou J-P.;ATC 2015;May 2-6, 2015;Philadelphia, USA
135;2015;2;2;Increased Late Graft Loss in Kidney Recipients with Serum Sickness Disease Following Anti-Thymocyte Globulin Induction: Relation with an Anti-Neu5Gc Response;Salama A., Couvrat-Desvergnes G., Lorent M., Evanno G., Le Berre L., Hruba P., Vesely P., Guerif P., Nicot A., Bach J-M., Foucher Y., Brouard S., Castagnet S., Viklicky O., Giral M., Harb J. and Soulillou J-P.;ATC 2015;May 2-6, 2015;Philadelphia, USA
136;2015;2;1;A common gene signature across multiple studies identifies biomarkers and functional regulation in tolerance to renal allograft;Baron D., Ramstein G., Chesneau M., Echasseriau Y., Annaick Pallier A., Paul C., Degauque N., Hernandez-Fuentes M., Sanchez-Fueyo A., Newell K., Giral M., Soulillou J-P, Houlgatte R. and Brouard S.;ATC 2015;May 2-6, 2015;Philadelphia, USA
137;2015;2;2;A relative survival model to compare the risk of mortality in patients awaiting kidney transplantation versus already transplanted patients;Lorent M, Trébern-Launay K, Legendre C., Kreis H., Mourad G., Garrigue V., Rostaing L., Kamar N., Kessler M., Ladrière M., Morelon E., Buron F., Giral M. and Foucher Y.;ATC 2015;May 2-6, 2015;Philadelphia, USA
138;2015;2;1;Tolerant kidney transplant patients display B cells with regulatory properties;Chesneau M., Michel L., Dugast E., Chenouard A., Pallier A., Baron D., Durand J., Braza F., Guerif P., David-Axel Laplaud D-A, Soulillou J-P, Giral M., Degauque N. , Chiffoleau E. and Brouard S.;ATC 2015;May 2-6, 2015;Philadelphia, USA
139;2015;2;2;Comparison of survival outcomes between Expanded Criteria Donors and Standard Criteria Donors kidney transplant recipients: a systematic review and meta-analysis;Querard A.-H., Foucher Y., Combescure C., Dantan E., Larmet D., Lorent M., Pouteau L-M, Giral M. and Gillaizeau F.;ATC 2015;May 2-6, 2015;Philadelphia, USA
140;2015;2;2;Anticalcineurin or mTOR inhibitor withdrawal for medical decision-making does not threaten kidney transplantation graft outcome;Querard A-H., Gillaizeau F., Couvrat-Desvergne G., Dantal J., Daguin P., Le Floch S., Castagnet C., Brouard S., Foucher Y. and Giral M.;ATC 2015;May 2-6, 2015;Philadelphia, USA
141;2015;2;2;CD8 T cell biomarkers improves the capacities of the Kidney Transplant Failure Score for the long-term prognostic of kidney graft failures;Degauque N., Yap M., Tilly G., Guerrif P., Giral M, Brouard S. and Foucher Y.;ATC 2015;May 2-6, 2015;Philadelphia, USA
142;2015;2;2;Rapid effector function of TEMRA CD8 T cells in healthy volunteers and in immune-stimulated patients requires sustained glycolytic switch;Yap M., Tilly G., Giral M., Laplaud D-A, Brouard S, Pecqueur C and Degauque N.;ATC 2015;May 2-6, 2015;Philadelphia, USA
143;2015;2;2;A Clinical Signature Surrogate of Histological Lesions to Avoid Unnecessary One Year Surveillance Biopsy After Renal Transplantation;Dantan E., Renaudin K., Brouard S., Huneau A., Paul C., Couvrat G. and Giral M.;ATC 2015;May 2-6, 2015;Philadelphia, USA
144;2015;2;2;Comprehensive study of 3 nomenclatures to discriminate CD8 subsets in healthy volunteers and in kidney transplant recipients;Yap M., Tilly G., Giral M., Brouard S and Degauque N.;ATC 2015;May 2-6, 2015;Philadelphia, USA
145;2015;2;2;A Joint Survival Longitudinal Approach to Better Assess the Etiological Role of Risk Factors of Kidney Transplant Graft Failure;Fournier M-C., Dantan E., Foucher Y. and Giral M.;ATC 2015;May 2-6, 2015;Philadelphia, USA
146;2016;2;1;Antithymocyte globulin versus Anti-interleukin-2 Receptor (anti-IL-2R) as Induction Therapy for Kidney Transplantation after a Nonrenal Transplant.;H L Mai, K. Trébern-Launay, C. Legendre, M. Kessler, L. Rostaing, V. Garrigue, E. Morelon, M. Giral and J-P Soulillou.;ATC 2016;June 11-15, 2016;Boston, USA
147;2016;2;2;IL2 and IL-15 rescue TEMRA CD8 T cells from mitochondrial dysfunction associated senescence through a p38MAPK dependent pathway and foster their pathogenic potential.;G. Tilly, M. Yap, M. Giral, S. Brouard, C. Pecqueur and N. Degauque.;ATC 2016;June 11-15, 2016;Boston, USA
148;2016;2;2;CD9+ Regulatory B lymphocytes control chronic lung inflammation by inducing effector T cell apoptosis.;C.Brosseau, M.Durand, F.Braza, E.Durand, J.Loy, P.Lacoste, P.Royer, MA.Cheminant, A.Magnan and S.Brouard.;ATC 2016;June 11-15, 2016;Boston, USA
149;2016;2;2;Kidney allotransplantation induces the differentiation of antigen-experienced CD8 T cells with enhanced metabolic profiles.;G. Tilly, M. Yap, M. Giral, S. Brouard, C. Pecqueur and N. Degauque;ATC 2016;June 11-15, 2016;Boston, USA
150;2017;2;1;Glycolytic and glutaminolytic metabolism supports IL-15 induced inflammatory response of temra cd8 from kidney transplant recipients.;Tra-My Doan-Ngoc, Gaëlle Tilly, Michelle Yap, Aurélie Caristan, Lola Jacquemont, Richard Danger, Marion Cadoux, Sarah Bruneau, Magali Giral, Pierrick Guerif, Bryan Nicol, Alexandra Garcia, David-Axel Laplaud, Sophie Brouard, Claire Pecqueur and Nicolas Degauque;ATC 2017;April 29 May 3, 2017;Chicago, USA
151;2017;2;2;Liver Targeted Expression of a Single Allogeneic MHC I Molecule Promotes Tolerance to Pancreatic Islet Allograft by Inducing Specific CD8+ Regulatory T Cells in Mice;Le Guen V, Judor JP, Gauttier, V, Ferry N, Soulillou JP, Brouard, S, Conchon S;ATC 2017;April 29 May 3, 2017;Chicago, USA
152;2016;1;2;Analysis of the regulatory T lymphocytes profile as predictive biomarker of the lung allograft chronic dysfunction.;M.Durand, P.Lacoste, C.Brosseau, E.Durand, J.Loy, A.Magnan, S.Brouard & COLT Consortium.;Autumn School DHU2020, 2016;October 27-28 2016;Nantes, France
153;2017;1;2;Blood gene expression predicts bronchiolitis obliterans syndrome appearance after lung transplantation;R. Danger, P-J. Royer, D. Reboulleau, J. Loy, A. Tissot, P. Lacoste, A. Roux, M. Reynaud-Gaubert, R. Kessler, S. Mussot, C. Dromer, O. Brugière, J-F. Mornex, R. Guillemain, M. Dahan, C. Knoop, K. Botturi, C. Pison, L. Nicod, S. Brouard, A. Magnan.;Autumn School DHU2020, 2017;;Nantes, France
154;2018;1;1;Dynamic predictions of long-term kidney graft failure: an information tool promoting patient-centered care;Fournier M.C., Foucher Y., Giral M., Dantan E.;Autumn School DHU2020, 2018;;Nantes, France
155;2018;2;1;Regulatory B cell generation from human Induced Pluripotent Stem Cells with a repressible granzyme B expression;Florian Dubois, Anne Gaignerie, Léa Flippe, Jean-Marie Heslan, Laurent Tesson, Mélanie Chesneau, Fabienne Haspot, Sophie Conchon, Laurent David, Sophie Brouard.;Bioregate Forum;December 13th 2018;Nantes, France
156;2017;2;1;Molecular analysis of blood memory CD8+T cells at the single-cell level reveals a specific pattern of clonally expanded cells in multiple sclerosis patients.;Dugast Emilie, Vogel Isabel, Garcia Alexandra, Nicol Bryan, Morille Jérémy, Jacq-Foucher Marylèn, Jousset Natacha, Le Frère Fabienne, Wiertlewski Sandrine, Tarte Karin, Nicot Arnaud, Michel Laure, Berthelot Laureline,Gourraud Pierre-Antoine,Nataf Serge, Laplaud David-Axel.;British Society for Immunology Congress;4-7 décembre 2017;Brighton, United Kigdom
157;2016;1;1;Anti-KIR4.1 IgG seric levels delineate a subset of multiple sclerosis patients.;Nicot A, Harb J, Guillot F, Nicol B, Garcia A, Wiertlewski S, Brouard S, Laplaud DA.;CFNI;October 28 2016;Evry, France
158;2016;1;1;Phenotypic analysis of CD8+ T cells at a single-cell level reveals a specific clustering in patients with multiple sclerosis.;Dugast E., Vogel I., Garcia A., Nicol B., Morille J., Tarte K., Nicot A., Michel L., Laplaud D.A.;CFNI 2016;;Paris, France
159;2016;1;1;Phenotypic analysis of CD8+ T cells at a single cell level reveals a specific clustering in patients with multiple sclerosis.;Dugast E., Vogel I., Garcia A., Nicol B., Morille J., Tarte K., Nicot A., Michel L., Laplaud D.A.;CFNI 2016;Oct 28 2016;Evry, France
160;2016;1;1;Phenotypic analysis of CD8+ T cells at a single cell level reveals a specific clustering in patients with multiple sclerosis.;Vogel I, Dugast E, Garcia A, Nicol B, Morille J, Tarte K Nicot A, Michel L, Laplaud DA.;CFNI 2016;Oct 28 2016;Evry, France
161;2016;1;1;Analysis of the regulatory T lymphocytes profile as predictive biomarker of the lung allograft chronic dysfunction.;M.Durand, P.Lacoste, C.Brosseau, E.Durand, J.Loy, A.Magnan, S.Brouard & COLT Consortium.;Congrès annuel Lung Storming;June 17-18 2016;Paris, France
162;2017;2;2;Exhaustive blood immune phenotype of patients with autoimmune hepatitis.;"Renand A ; Judor J-P ; Aublé H ; Archambaud I ; Mosnier J-F ; Gournay J ; Brouard S ; Conchon S.";EASL-ILC;April 2017;Amsterdam, Nederland
163;2015;2;2;Adeno Associated Virus mediated hepatic gene transfer induces specific humoral immune regulation;Le Guen V., Judor J-P, Gauttier V., Ferry N., Brouard S. and Conchon S.;ECI 2015;September 6-9, 2015;Vienna, Austria
164;2015;2;2;Multiple sclerosis and kidney allotransplantation induce antigen-experienced CD8 T cells with different metabolic profiles;Tilly G., Yap M., Giral M., Laplaud D., Brouard S., Pecqueur C. and Degauque N.;ECI 2015;September 6-9, 2015;Vienna, Austria
165;2015;2;2;Sustained glycolytic switch required for rapid effector function of TEMRA CD8 T cells in healthy volunteers and in immune-stimulated patients;Tilly G., Yap M., Giral M., Laplaud D., Brouard S., Pecqueur C. and Degauque N.;ECI 2015;September 6-9, 2015;Vienna, Austria
166;2015;2;1;Hepatic expression of an allogeneic MHC I molecule induces specific regulatory CD8 T cells and prolongs fully allogeneic graft survival in mice;Le Guen V., Judor J-P, Gauttier V., Ferry N., Brouard S. and Conchon S.;ECI 2015;September 6-9, 2015;Vienna, Austria
167;2018;2;2;Alteration of CD8+CD45RCint/neg regulatory T cells functions in multiple sclerosis and correlates with disease severity;Nail Benallegue, Bryan Nicol, Séverine Bezie, Nadege Vimont, Léa Flippe, Hadrien Regue, David-Axel Laplaud, Carole Guillonneau.;ECTRIMS 2018;October 10th-12th 2018;Berlin, Germany
168;2018;2;2;B cell differentiation is defective in Multiple Sclerosis patients;Jérémy Morille, Flora Lejeune, Mélanie Chesneau, Alexandra Garcia, Laureline Berthelot, Arnaud Nicot, Sophie Brouard, David-Axel Laplaud, Laure Michel.;ECTRIMS 2018;October 10th-12th 2018;Berlin, Germany
169;2018;2;1;High-dimensional profiling of single memory CD8+T cells reveals a specific pattern in multiple sclerosis patients.;E. Dugast, I. Vogel, A. Garcia, B. Nicol, J. Morille, M. Jacq-Foucher, N. Jousset, F. Le Frère, S. Wiertlewski, A. Nicot, L. Michel, L. Berthelot, P.-A. Gourraud, S. Nataf, K. Tarte, D.-A. Laplaud.;ECTRIMS 2018;October 10th-12th 2018;Berlin, Germany
170;2018;2;1;Comparative efficacy of Teriflunomide versus dimethyl-fumarate on clinical and MRI outcomes: a two years French multicenter observational study;Laplaud D;ECTRIMS 2018;October 10th-12th 2018;Berlin, Germany
171;2018;2;2;High-dose biotin in progressive multiple sclerosis : a prospective study of 86 patients in routine clinical practice;L Couloume, S Ory, S Wiertlewski, DA Laplaud, L Michel.;ECTRIMS 2018;October 10th-12th 2018;Berlin, Germany
172;2017;1;2;Molecular analysis of blood memory CD8+T cells at the single-cell level reveals a specific pattern of clonally expanded cells in multiple sclerosis patients;Dugast Emilie, Vogel Isabel, Garcia Alexandra, Nicol Bryan, Morille Jérémy, Jacq-Foucher Marylèn, Jousset Natacha, Le Frère Fabienne, Wiertlewski Sandrine,,, Tarte Karin, Nicot Arnaud, Michel Laure,,, Berthelot Laureline,Gourraud Pierre-Antoine,Laplaud David-Axel.;ECTRIMS-ACTRIMS meeting;25-28 Octobre 2017;Paris, France
173;2015;1;1;Etude des déterminants de santé associés à l’évolution de la créatininémie et / ou du risque d’échec de greffe chez des patients transplantés rénaux : une approche par modélisation conjointe;Fournier M.C., Foucher Y., Giral M., Dantan E.;EPICLIN;May 20-22, 2015;Montpellier France
174;2016;1;1;Construction d’un score pronostique dynamique et évaluation de ses performances : application en transplantation rénale.10e conférence francophone d'épidémiologie clinique;Fournier M.C., Blanche P., Foucher Y., Giral M., Dantan E.;EPICLIN 2016;25-27 mai 2016;Strasbourg, France
175;2015;2;1;Metabolic interferences can efficiently control pathogenic CD8 T cells from kidney transplant recipients.;Tilly G., Yap M., Giral M., Brouard S., Pecqueur C. and Degauque N.;ESOT 2015;September 13-16, 2015;Brussels, Belgium
176;2015;2;1;CD8 T cell biomarkers improves the capacities of the Kidney Transplant Failure Score for the long-term prognostic of kidney graft failures;Degauque N., Yap M., Tily G., Guerif G., Giral M., Brouard S. and Foucher Y.;ESOT 2015;September 13-16, 2015;Brussels, Belgium
177;2017;2;1;GZMB+ B cells, a key factor of cell immunity in human?;Mélanie Chesneau, Sabine Lebot, Cyrielle Poullaouec, Richard Danger, Florian Dubois, Pierrick Guerif, Magali Giral, Sophie Brouard.;ESOT 2017;Septembre 24-27, 2017;Barcelona, Spain
178;2017;2;1;Inclusion of CD8 monitoring improves the prognostic capacities of the kidney transplant failure score.;Lola Jacquemont, Michelle Yap, Gaëlle Tilly, Pierrick Guerif, Magali Giral, Sophie Brouard, Yohann Foucher and Nicolas Degauque.;ESOT 2017;Septembre 24-27, 2017;Barcelona, Spain
179;2017;2;1;Anti-Gal and anti-Neu5GC responses in non-immunosuppressed patients following treatment with anti-thymocyte globulin.;Apolline Salama, Gwénaëlle Evanno, Noha Lim, Juliette Rousse, Ludmilla Le Berre, Arnaud Nicot, Sophie Brouard, Kristina M Harris, Mario R Ehlers, Stephen E Gitelman,, Jean-Paul Soulillou.;ESOT 2017;Septembre 24-27, 2017;Barcelona, Spain
180;2017;2;1;A composite score associated with spontaneous operational tolerance in kidney transplant recipients;Richard Danger, Mélanie Chesneau, Chloé Paul, Pierrick Guérif, Maxim Durand, Kenneth A Newell, Sai Kanaparthi, Laurence A Turka, Jean-Paul Soulillou, Rémi Houlgatte, Magali Giral, Gérard Ramstein, Sophie Brouard.;ESOT 2017;Septembre 24-27, 2017;Barcelona, Spain
181;2017;2;1;Blood gene expression predicts bronchiolitis obliterans syndrome appearance after lung transplantation;R. Danger, P-J. Royer, D. Reboulleau, J. Loy, A. Tissot, P. Lacoste, A. Roux, M. Reynaud-Gaubert, R. Kessler, S. Mussot, C. Dromer, O. Brugière, J-F. Mornex, R. Guillemain, M. Dahan, C. Knoop, K. Botturi, C. Pison, L. Nicod, S. Brouard, A. Magnan.;ESOT 2017;Septembre 24-27, 2017;Barcelona, Spain
182;2017;2;1;Glycolytic and glutaminolytic metabolism supports IL-15 induced inflammatory response of temra cd8 from kidney transplant recipients.;Gaëlle Tilly, Tra-My Doan-Ngoc, Michelle Yap, Aurélie Caristan, Lola Jacquemont, Richard Danger, Marion Cadoux, Sarah Bruneau, Magali Giral, Pierrick Guerif, Bryan Nicol, Alexandra Garcia, David-Axel Laplaud, Sophie Brouard, Claire Pecqueur and Nicolas Degauque.;ESOT 2017;Septembre 24-27, 2017;Barcelona, Spain
183;2019;2;1;Early CXCR5+PD1+ICOS+ Circulating T Follicular Helpers Are Associated With de novo Donor-Specific anti-HLA Antibodies After Renal Transplantation;Danger Richard, Chesneau Mélanie, Delbos Florent, Lebot Sabine, Kerleau Clarisse, Chenouard Alexis, Ville Simon, Degauque Nicolas, Conchon Sophie, Cesbron Anne, Giral Magali, Brouard, Sophie.;ESOT 2019;September 15-18, 2019;Copenhagen, Denmark
184;2019;2;1;Metabolic pathways regulate the migration of TEMRA CD8 to inflammatory site;Tra-My Doan-Ngoc, Gaëlle Tilly, Sarah Bruneau, Alexandre Glemain, Sophie Brouard, Claire Pecqueur and Nicolas Degauque.;ESOT 2019;September 15-18, 2019;Copenhagen, Denmark
185;2019;2;1;Early expansion of TEMRA CD8 with innate-like function identifies kidney transplant recipients at high-risk of graft failure;Lola Jacquemont, Gaëlle Tilly, Michelle Yap, Tra-My Doan Ngoc, Richard Danger, Pierrick Guérif, Florent Delbos, Bernard Martinet, Magali Giral, Yohann Foucher, Sophie Brouard, and Nicolas Degauque.;ESOT 2019;September 15-18, 2019;Copenhagen, Denmark
186;2019;2;1;Deciphering anti-HCMV HLA-E-restricted unconventional CD8 T-cell responses in seropositive HCMV+ kidney transplant recipients: frequencies, influencing factors and phenotype;Nicolas Jouand, Amélie Rousselière, Audrey Rodallec, Magali Giral, Pierrick Guérif, Romain Oger, Anne Cesbron-Gautier, Céline Bressollette-Bodin, Nadine Gervois and Béatrice Charreau;ESOT 2019;September 15-18, 2019;Copenhagen, Denmark
187;2019;2;1;Notch signaling in endothelial cells selectively controls the M1/M2 differentiation of intravascular macrophages viia the Notch ligand DLL4 and contributes to AMR in cardiac transplants;Pagie S, Pabois A., Gérard N., C. Laboisse, S. Pattier, Philippe Hulin, Steven Nedellec, Claire Toquet and B. Charreau;ESOT 2019;September 15-18, 2019;Copenhagen, Denmark
188;2019;2;1;Regulatory B cell generation from human Induced Pluripotent Stem Cells with a repressible granzyme B expression;Florian Dubois, Anne Gaignerie, Léa Flippe, Jean-Marie Heslan, Laurent Tesson, Mélanie Chesneau, Fabienne Haspot, Sophie Conchon, Laurent David, Sophie Brouard.;ESOT 2019;September 15-18, 2019;Copenhagen, Denmark
189;2019;2;1;Unique and Specific Proteobacteria Diversity in Urinary Microbiota of Tolerant Kidney Transplanted Recipients;Luc Colas, Emmanuel Mongodin, Emmanuel Montassier, Melanie Chesneau, Pierrick Guerrif, Lauren Hittle, Magali Giral, Jonathan Bromberg and Sophie Brouard.;ESOT 2019;September 15-18, 2019;Copenhagen, Denmark
190;2015;2;2;Comprehensive study of 3 nomenclatures to discriminate CD8 subsets in healthy volunteers and in kidney transplant recipients;Yap M., Tilly G., Giral M., Brouard S and Degauque N.;FOCIS 2015;June 24-27, 2015;San Diego, USA
191;2015;2;1;Sustained glycolytic switch required for rapid effector function of TEMRA CD8 T cells in healthy volunteers and in immune-stimulated patients;Yap M., Tilly G., Giral M., Laplaud D-A, Brouard S, Pecqueur C and Degauque N.;FOCIS 2015;June 24-27, 2015;San Diego, USA
192;2016;2;2;Kidney allotransplantation induces the differentiation of antigen-experienced CD8 T cells with enhanced metabolic profiles.;G. Tilly, M. Yap, M. Giral, S. Brouard, C. Pecqueur and N. Degauque.;FOCIS 2016;June 21-25 2016;Boston, USA
193;2016;2;1;IL2 and IL-15 rescue TEMRA CD8 T cells from mitochondrial dysfunction associated senescence through a p38MAPK dependent pathway and foster their pathogenic potential.;G. Tilly, M. Yap, M. Giral, S. Brouard, C. Pecqueur and N. Degauque.;FOCIS 2016;June 21-25 2016;Boston, USA
194;2017;2;2;Phenotypic analysis of CD8+ T cells at a single-cell level reveals a specific clustering in patients with multiple sclerosis.;Dugast E., Vogel I., Garcia A., Nicol B., Morille J., Tarte K., Nicot A., Michel L., Laplaud D.A.;FOCIS 2017;June 14-17, 2017;Chicago, USA
